total_sales,na_sales,jp_sales,pal_sales,other_sales,critic_score,release_year
0.78,0.43,0.01,0.27,0.07,7.6,2010.0
0.78,0.22,0.17,0.32,0.07,7.5,2009.0
0.78,0.42,0.01,0.27,0.07,7.5,2015.0
0.78,0.38,0.03,0.3,0.08,6.5,2008.0
0.78,0.24,0.02,0.4,0.12,7.5,2016.0
0.78,0.49,0.01,0.19,0.09,8.4,2008.0
0.78,0.67,0.01,0.04,0.06,8.5,2006.0
0.77,0.28,0.12,0.3,0.07,7.5,2010.0
0.77,0.42,0.08,0.21,0.07,7.0,2007.0
0.77,0.37,0.11,0.19,0.1,5.6,2009.0
0.77,0.21,0.38,0.14,0.04,5.3,2005.0
0.77,0.45,0.14,0.17,0.01,7.5,2005.0
0.77,0.32,0.24,0.12,0.08,7.5,2012.0
0.77,0.23,0.03,0.32,0.19,5.4,2008.0
0.77,0.3,0.03,0.38,0.07,5.6,2011.0
0.77,0.55,0.03,0.14,0.06,7.5,2012.0
0.76,0.38,0.08,0.24,0.06,6.5,2010.0
0.76,0.36,0.01,0.31,0.08,6.8,2007.0
0.76,0.18,0.42,0.12,0.05,7.5,1996.0
0.76,0.31,0.13,0.24,0.08,8.2,2002.0
0.76,0.32,0.0,0.35,0.08,8.0,2008.0
0.76,0.09,0.12,0.45,0.1,7.5,2014.0
0.76,0.17,0.43,0.11,0.05,7.5,1995.0
0.76,0.31,0.03,0.36,0.06,7.5,2013.0
0.76,0.14,0.22,0.32,0.09,7.6,2013.0
0.76,0.09,0.62,0.03,0.02,7.5,2006.0
0.76,0.42,0.02,0.25,0.07,7.5,2016.0
0.76,0.57,0.07,0.02,0.09,7.5,2005.0
0.76,0.26,0.27,0.19,0.04,6.5,2012.0
0.75,0.49,0.01,0.19,0.07,7.5,2015.0
0.75,0.47,0.02,0.14,0.12,7.5,2012.0
0.75,0.3,0.2,0.21,0.05,7.5,2001.0
0.75,0.17,0.01,0.46,0.12,8.0,2017.0
0.75,0.12,0.19,0.36,0.09,7.5,2017.0
0.75,0.48,0.01,0.19,0.07,7.5,2014.0
0.75,0.16,0.01,0.38,0.21,7.5,2009.0
0.75,0.3,0.13,0.24,0.08,7.5,2001.0
0.75,0.08,0.18,0.41,0.09,7.5,2016.0
0.75,0.18,0.06,0.47,0.05,5.9,2018.0
0.75,0.28,0.23,0.19,0.05,7.5,1997.0
0.75,0.22,0.3,0.17,0.06,7.9,2001.0
0.75,0.46,0.01,0.2,0.07,6.6,2008.0
0.75,0.29,0.01,0.32,0.13,6.8,2007.0
0.75,0.18,0.06,0.38,0.14,5.0,2006.0
0.74,0.16,0.5,0.06,0.02,7.5,2005.0
0.74,0.3,0.22,0.16,0.07,7.5,2011.0
0.74,0.27,0.14,0.25,0.09,7.5,2012.0
0.74,0.33,0.02,0.27,0.12,8.6,2009.0
0.74,0.42,0.15,0.16,0.01,7.5,2003.0
0.74,0.58,0.02,0.08,0.05,7.5,2009.0
0.74,0.2,0.24,0.22,0.08,7.5,2010.0
0.74,0.32,0.19,0.18,0.05,8.1,2008.0
0.74,0.41,0.01,0.21,0.1,6.4,2009.0
0.74,0.39,0.01,0.27,0.06,5.4,2017.0
0.73,0.31,0.01,0.3,0.11,7.5,2010.0
0.73,0.14,0.46,0.09,0.05,7.5,1997.0
0.73,0.4,0.17,0.15,0.01,7.5,2004.0
0.73,0.47,0.17,0.02,0.08,8.5,2004.0
0.73,0.29,0.01,0.32,0.12,7.1,2011.0
0.73,0.36,0.02,0.29,0.06,7.9,2012.0
0.73,0.28,0.22,0.15,0.07,8.1,2010.0
0.72,0.27,0.27,0.14,0.04,7.7,2018.0
0.72,0.05,0.61,0.04,0.01,7.5,2003.0
0.72,0.28,0.05,0.33,0.05,7.5,2014.0
0.72,0.43,0.25,0.01,0.04,7.5,2008.0
0.72,0.22,0.02,0.37,0.12,8.3,2010.0
0.72,0.11,0.01,0.5,0.09,8.5,2011.0
0.72,0.36,0.32,0.0,0.03,8.9,2005.0
0.72,0.25,0.01,0.34,0.12,7.5,2016.0
0.72,0.51,0.0,0.14,0.07,7.5,2008.0
0.72,0.59,0.01,0.02,0.1,7.5,2007.0
0.71,0.18,0.41,0.07,0.04,7.5,2008.0
0.71,0.39,0.17,0.09,0.06,9.1,1997.0
0.71,0.15,0.41,0.1,0.05,7.5,1996.0
0.71,0.49,0.07,0.13,0.02,4.4,2003.0
0.71,0.26,0.01,0.32,0.11,6.0,2014.0
0.71,0.22,0.02,0.36,0.11,8.5,2018.0
0.71,0.2,0.44,0.05,0.02,7.5,2004.0
0.71,0.3,0.2,0.15,0.06,7.9,2011.0
0.71,0.23,0.01,0.4,0.07,9.1,2011.0
0.71,0.23,0.29,0.15,0.05,7.5,2000.0
0.71,0.39,0.0,0.25,0.06,7.6,2014.0
0.71,0.24,0.22,0.2,0.04,8.7,2013.0
0.71,0.38,0.0,0.26,0.06,7.5,2012.0
0.71,0.62,0.0,0.03,0.06,7.5,2007.0
0.7,0.25,0.0,0.37,0.07,8.1,2011.0
0.7,0.14,0.39,0.15,0.03,8.1,2017.0
0.7,0.16,0.36,0.13,0.04,7.5,2001.0
0.7,0.04,0.58,0.03,0.05,6.2,1999.0
0.7,0.52,0.12,0.01,0.05,6.6,2005.0
0.7,0.36,0.04,0.19,0.11,7.5,2017.0
0.7,0.23,0.3,0.14,0.04,7.7,2010.0
0.7,0.1,0.28,0.29,0.03,7.5,2016.0
0.7,0.37,0.17,0.14,0.01,6.6,2004.0
0.7,0.18,0.02,0.37,0.12,6.2,2010.0
0.69,0.52,0.01,0.08,0.08,8.7,2010.0
0.69,0.23,0.24,0.17,0.04,5.0,2017.0
0.69,0.38,0.01,0.24,0.06,8.5,2018.0
0.69,0.19,0.01,0.36,0.12,7.5,2010.0
0.69,0.26,0.26,0.01,0.17,6.9,2007.0
0.69,0.36,0.0,0.27,0.06,7.9,2014.0
0.68,0.31,0.18,0.13,0.05,7.5,2012.0
0.68,0.22,0.05,0.31,0.1,7.5,2014.0
0.68,0.25,0.22,0.17,0.04,7.5,1998.0
0.68,0.1,0.04,0.45,0.1,5.9,2015.0
0.68,0.23,0.2,0.18,0.06,7.5,2003.0
0.68,0.25,0.03,0.35,0.05,9.5,2013.0
0.68,0.15,0.38,0.1,0.04,8.5,1999.0
0.68,0.4,0.22,0.01,0.05,7.5,2013.0
0.68,0.33,0.01,0.18,0.16,7.5,2014.0
0.68,0.28,0.11,0.22,0.07,7.5,2006.0
0.68,0.3,0.0,0.32,0.06,6.8,2011.0
0.68,0.21,0.28,0.11,0.08,8.0,2008.0
0.67,0.38,0.01,0.22,0.06,9.0,2018.0
0.67,0.31,0.01,0.29,0.06,7.5,2017.0
0.67,0.22,0.23,0.17,0.06,7.5,2002.0
0.67,0.19,0.31,0.13,0.04,6.5,2000.0
0.67,0.27,0.11,0.21,0.08,7.5,2012.0
0.67,0.35,0.01,0.21,0.1,7.5,2008.0
0.67,0.33,0.01,0.22,0.11,7.5,2008.0
0.67,0.26,0.02,0.29,0.11,6.6,2007.0
0.66,0.33,0.03,0.24,0.05,7.5,2014.0
0.66,0.24,0.01,0.3,0.11,7.5,2014.0
0.66,0.15,0.32,0.1,0.08,7.5,2014.0
0.66,0.12,0.41,0.08,0.04,7.5,1999.0
0.66,0.22,0.42,0.01,0.02,7.7,2008.0
0.66,0.17,0.3,0.13,0.05,6.3,2005.0
0.66,0.09,0.06,0.38,0.13,7.5,2014.0
0.66,0.31,0.01,0.24,0.1,6.0,2008.0
0.66,0.22,0.01,0.32,0.11,7.5,2014.0
0.66,0.06,0.55,0.03,0.01,4.8,2010.0
0.66,0.42,0.01,0.17,0.05,7.9,2010.0
0.66,0.15,0.01,0.4,0.1,7.9,2014.0
0.65,0.41,0.12,0.11,0.02,8.4,2003.0
0.65,0.27,0.0,0.31,0.07,7.5,2008.0
0.65,0.25,0.3,0.09,0.01,7.5,2005.0
0.65,0.23,0.03,0.33,0.05,8.0,2017.0
0.65,0.39,0.01,0.2,0.05,7.5,2010.0
0.65,0.28,0.05,0.22,0.1,7.5,2014.0
0.65,0.29,0.01,0.28,0.07,5.6,2008.0
0.65,0.22,0.19,0.16,0.08,7.5,2017.0
0.65,0.02,0.58,0.01,0.04,7.5,2000.0
0.65,0.23,0.21,0.15,0.07,7.6,2015.0
0.65,0.21,0.09,0.26,0.09,7.5,2016.0
0.65,0.2,0.22,0.14,0.09,7.5,2008.0
0.65,0.28,0.33,0.02,0.03,7.5,2007.0
0.64,0.17,0.4,0.04,0.02,6.1,2010.0
0.64,0.49,0.01,0.09,0.05,6.0,2010.0
0.64,0.2,0.01,0.33,0.1,7.5,2014.0
0.64,0.28,0.19,0.13,0.04,7.7,2009.0
0.64,0.31,0.07,0.17,0.08,6.3,2008.0
0.64,0.44,0.04,0.1,0.05,7.6,1999.0
0.64,0.15,0.01,0.39,0.1,7.5,2016.0
0.64,0.15,0.34,0.12,0.04,7.5,2006.0
0.64,0.26,0.07,0.21,0.1,6.6,2013.0
0.63,0.35,0.01,0.21,0.06,6.5,2018.0
0.63,0.17,0.2,0.19,0.07,6.6,2010.0
0.63,0.16,0.02,0.35,0.09,7.5,2012.0
0.63,0.22,0.16,0.2,0.05,8.7,2008.0
0.63,0.32,0.25,0.05,0.01,7.5,1991.0
0.63,0.12,0.38,0.09,0.03,8.0,2003.0
0.63,0.16,0.01,0.35,0.11,6.9,2011.0
0.63,0.3,0.01,0.23,0.1,7.9,2006.0
0.63,0.56,0.01,0.02,0.05,7.5,2007.0
0.63,0.23,0.27,0.09,0.04,5.4,2011.0
0.62,0.21,0.23,0.14,0.04,7.5,2000.0
0.62,0.38,0.12,0.1,0.02,9.4,2003.0
0.62,0.3,0.25,0.03,0.03,7.9,2007.0
0.62,0.19,0.11,0.26,0.06,4.8,2007.0
0.62,0.04,0.02,0.47,0.09,8.0,2017.0
0.62,0.56,0.0,0.0,0.05,8.3,2008.0
0.62,0.3,0.02,0.25,0.05,7.5,2014.0
0.62,0.18,0.0,0.28,0.16,7.5,2009.0
0.62,0.22,0.01,0.27,0.11,6.9,2009.0
0.62,0.47,0.01,0.08,0.05,7.5,2010.0
0.62,0.27,0.09,0.18,0.07,5.0,2011.0
0.62,0.16,0.29,0.13,0.04,7.6,2002.0
0.62,0.24,0.09,0.21,0.09,6.7,2016.0
0.62,0.3,0.0,0.26,0.06,7.5,2010.0
0.62,0.2,0.0,0.34,0.07,7.5,2009.0
0.61,0.02,0.57,0.02,0.01,5.6,2006.0
0.61,0.11,0.34,0.13,0.02,8.7,2012.0
0.61,0.21,0.11,0.22,0.08,8.5,2010.0
0.61,0.25,0.0,0.29,0.07,7.5,2009.0
0.61,0.12,0.34,0.11,0.05,7.5,2013.0
0.61,0.27,0.06,0.18,0.09,7.5,2014.0
0.61,0.22,0.08,0.23,0.09,7.1,2009.0
0.61,0.27,0.22,0.1,0.01,8.6,2005.0
0.6,0.33,0.21,0.03,0.03,7.5,2007.0
0.6,0.21,0.09,0.2,0.1,7.5,2012.0
0.6,0.23,0.14,0.17,0.05,7.5,2009.0
0.6,0.37,0.01,0.16,0.06,7.5,2008.0
0.6,0.37,0.14,0.08,0.01,7.5,2000.0
0.6,0.49,0.03,0.03,0.05,8.8,2005.0
0.6,0.21,0.21,0.14,0.04,8.2,1996.0
0.6,0.06,0.21,0.3,0.03,7.5,1998.0
0.6,0.4,0.09,0.1,0.02,8.4,2001.0
0.6,0.09,0.23,0.26,0.02,7.5,1997.0
0.6,0.3,0.0,0.24,0.06,7.6,2009.0
0.59,0.1,0.23,0.2,0.06,7.5,2014.0
0.59,0.17,0.29,0.1,0.03,7.3,2016.0
0.59,0.25,0.0,0.27,0.06,8.3,2010.0
0.59,0.12,0.0,0.37,0.1,7.5,2012.0
0.59,0.23,0.23,0.1,0.03,7.5,2015.0
0.59,0.17,0.2,0.18,0.04,8.3,2010.0
0.59,0.34,0.11,0.13,0.01,7.6,2003.0
0.59,0.22,0.04,0.24,0.08,6.7,2011.0
0.59,0.13,0.01,0.22,0.23,8.0,2010.0
0.59,0.39,0.02,0.13,0.05,7.5,2012.0
0.59,0.13,0.28,0.13,0.05,8.5,2014.0
0.59,0.17,0.05,0.28,0.1,6.3,2010.0
0.59,0.36,0.14,0.08,0.02,6.6,2003.0
0.59,0.54,0.01,0.0,0.03,7.7,2005.0
0.59,0.15,0.26,0.12,0.06,7.5,2012.0
0.59,0.25,0.31,0.0,0.02,7.5,2006.0
0.59,0.21,0.16,0.17,0.06,7.9,2002.0
0.58,0.07,0.23,0.25,0.02,7.5,2016.0
0.58,0.17,0.03,0.3,0.09,7.9,2017.0
0.58,0.01,0.03,0.47,0.08,7.7,2013.0
0.58,0.21,0.0,0.33,0.04,5.0,2017.0
0.58,0.27,0.14,0.11,0.06,7.9,2011.0
0.58,0.29,0.07,0.19,0.04,8.3,1998.0
0.58,0.22,0.23,0.1,0.03,7.2,2010.0
0.58,0.26,0.13,0.14,0.04,8.2,2015.0
0.58,0.22,0.14,0.17,0.06,7.5,2003.0
0.58,0.22,0.01,0.26,0.09,7.5,2014.0
0.58,0.31,0.02,0.19,0.06,6.9,2009.0
0.58,0.12,0.24,0.17,0.06,7.5,2016.0
0.58,0.23,0.16,0.16,0.04,7.5,2001.0
0.58,0.11,0.29,0.12,0.07,7.5,2011.0
0.57,0.24,0.13,0.16,0.04,7.5,1995.0
0.57,0.42,0.02,0.11,0.02,7.5,2002.0
0.57,0.14,0.11,0.25,0.07,7.5,2015.0
0.57,0.11,0.35,0.08,0.04,4.8,1996.0
0.57,0.24,0.31,0.0,0.02,7.5,2008.0
0.57,0.11,0.35,0.08,0.03,7.5,2005.0
0.57,0.19,0.17,0.15,0.05,5.8,2005.0
0.57,0.29,0.03,0.2,0.05,7.5,2015.0
0.57,0.36,0.06,0.1,0.06,8.5,2009.0
0.57,0.22,0.09,0.22,0.04,7.0,2017.0
0.57,0.08,0.0,0.37,0.12,7.8,2008.0
0.57,0.27,0.22,0.06,0.03,6.3,2011.0
0.57,0.35,0.17,0.03,0.03,9.0,2009.0
0.56,0.24,0.13,0.15,0.04,8.6,2015.0
0.56,0.15,0.22,0.11,0.08,7.5,2013.0
0.56,0.13,0.27,0.09,0.06,8.0,2011.0
0.56,0.15,0.26,0.12,0.04,7.5,2005.0
0.56,0.12,0.17,0.22,0.06,8.1,2017.0
0.56,0.33,0.02,0.16,0.05,7.3,2010.0
0.56,0.34,0.01,0.15,0.05,7.5,2008.0
0.56,0.09,0.45,0.02,0.0,7.5,1994.0
0.56,0.21,0.05,0.22,0.09,7.5,2009.0
0.56,0.24,0.01,0.23,0.08,7.9,2010.0
0.56,0.29,0.04,0.17,0.05,8.2,2008.0
0.56,0.15,0.01,0.31,0.09,7.5,2017.0
0.56,0.39,0.07,0.09,0.01,9.0,1999.0
0.56,0.18,0.03,0.26,0.09,7.5,2018.0
0.56,0.31,0.13,0.11,0.01,7.5,2004.0
0.56,0.2,0.02,0.26,0.09,7.5,2014.0
0.56,0.3,0.07,0.15,0.05,9.1,2017.0
0.56,0.11,0.34,0.08,0.04,8.4,2000.0
0.56,0.23,0.09,0.18,0.06,8.0,2007.0
0.55,0.2,0.02,0.24,0.09,7.5,2014.0
0.55,0.34,0.15,0.01,0.06,9.4,2006.0
0.55,0.2,0.17,0.16,0.03,7.5,2017.0
0.55,0.22,0.24,0.08,0.01,7.5,2002.0
0.55,0.25,0.24,0.03,0.03,7.8,2007.0
0.55,0.1,0.02,0.35,0.08,8.5,2017.0
0.55,0.12,0.15,0.25,0.03,7.5,2017.0
0.55,0.19,0.04,0.24,0.07,7.5,2012.0
0.55,0.21,0.12,0.16,0.05,7.5,2001.0
0.55,0.27,0.06,0.18,0.04,7.6,1999.0
0.55,0.29,0.02,0.2,0.04,7.5,1995.0
0.55,0.3,0.0,0.17,0.07,7.5,2009.0
0.55,0.36,0.11,0.03,0.05,7.8,2008.0
0.54,0.3,0.03,0.16,0.05,8.3,2010.0
0.54,0.39,0.01,0.1,0.05,6.0,2011.0
0.54,0.15,0.27,0.07,0.05,9.0,2011.0
0.54,0.22,0.03,0.23,0.05,7.4,2010.0
0.54,0.18,0.07,0.21,0.08,5.8,2010.0
0.54,0.29,0.04,0.16,0.05,7.0,2009.0
0.54,0.17,0.24,0.09,0.03,6.3,2016.0
0.54,0.06,0.01,0.4,0.08,7.5,2017.0
0.54,0.16,0.15,0.2,0.03,6.1,2015.0
0.54,0.46,0.01,0.03,0.05,7.9,2009.0
0.54,0.26,0.22,0.04,0.03,8.0,2007.0
0.54,0.24,0.01,0.2,0.09,8.4,2011.0
0.54,0.11,0.36,0.05,0.02,6.5,2011.0
0.54,0.3,0.0,0.19,0.05,8.0,2010.0
0.54,0.11,0.02,0.27,0.14,7.7,2010.0
0.54,0.09,0.35,0.06,0.04,7.7,1998.0
0.54,0.21,0.13,0.13,0.07,7.5,2014.0
0.54,0.12,0.18,0.16,0.09,8.1,2010.0
0.54,0.4,0.03,0.07,0.04,6.5,2011.0
0.54,0.29,0.16,0.08,0.01,8.6,2005.0
0.53,0.04,0.48,0.01,0.0,7.5,2009.0
0.53,0.13,0.01,0.29,0.1,5.0,2009.0
0.53,0.38,0.1,0.01,0.04,7.2,2006.0
0.53,0.12,0.02,0.26,0.13,7.5,2011.0
0.53,0.25,0.04,0.15,0.09,7.5,2012.0
0.53,0.39,0.08,0.03,0.04,7.0,2006.0
0.53,0.19,0.02,0.28,0.04,6.9,2012.0
0.53,0.05,0.01,0.39,0.08,8.9,2018.0
0.53,0.25,0.0,0.19,0.09,7.5,2011.0
0.53,0.07,0.38,0.05,0.03,6.1,1997.0
0.53,0.21,0.26,0.04,0.03,7.6,2007.0
0.53,0.35,0.14,0.01,0.03,8.1,2007.0
0.52,0.32,0.0,0.15,0.05,7.9,2009.0
0.52,0.13,0.27,0.07,0.05,7.0,2011.0
0.52,0.18,0.16,0.14,0.05,8.5,2003.0
0.52,0.3,0.01,0.17,0.05,7.5,2013.0
0.52,0.12,0.28,0.08,0.03,7.5,1998.0
0.52,0.47,0.0,0.0,0.04,7.5,2008.0
0.52,0.46,0.02,0.0,0.04,7.5,2008.0
0.52,0.26,0.0,0.21,0.05,7.5,2009.0
0.52,0.47,0.0,0.0,0.04,7.5,2007.0
0.52,0.28,0.16,0.07,0.01,7.5,1994.0
0.52,0.22,0.04,0.16,0.1,7.8,2007.0
0.52,0.25,0.02,0.19,0.06,7.5,2006.0
0.52,0.46,0.02,0.01,0.04,3.7,2006.0
0.52,0.18,0.22,0.08,0.04,6.5,2009.0
0.52,0.24,0.19,0.09,0.01,7.5,2005.0
0.52,0.17,0.33,0.0,0.02,7.1,2008.0
0.52,0.17,0.18,0.13,0.04,7.5,2000.0
0.52,0.17,0.2,0.11,0.03,7.5,1999.0
0.52,0.32,0.15,0.03,0.03,7.9,2008.0
0.51,0.08,0.35,0.05,0.03,7.5,1996.0
0.51,0.2,0.08,0.2,0.04,7.5,2017.0
0.51,0.22,0.05,0.17,0.06,7.5,2005.0
0.51,0.36,0.08,0.04,0.04,5.5,2007.0
0.51,0.18,0.3,0.0,0.02,6.6,2005.0
0.51,0.19,0.02,0.22,0.08,7.5,2018.0
0.51,0.12,0.06,0.27,0.05,8.1,2009.0
0.51,0.01,0.22,0.26,0.02,7.5,2000.0
0.51,0.22,0.1,0.14,0.04,7.3,2017.0
0.51,0.13,0.25,0.1,0.03,7.5,2002.0
0.51,0.36,0.02,0.08,0.04,5.8,2009.0
0.51,0.12,0.07,0.2,0.12,8.0,2009.0
0.51,0.27,0.07,0.11,0.06,6.7,2011.0
0.5,0.23,0.01,0.21,0.05,6.9,2009.0
0.5,0.11,0.04,0.29,0.07,7.5,2016.0
0.5,0.08,0.12,0.24,0.06,7.5,2017.0
0.5,0.31,0.05,0.1,0.04,5.6,2011.0
0.5,0.43,0.02,0.02,0.03,7.5,2010.0
0.5,0.11,0.28,0.08,0.03,7.5,2004.0
0.5,0.18,0.17,0.12,0.03,7.8,2014.0
0.5,0.27,0.17,0.04,0.02,7.5,2013.0
0.5,0.13,0.31,0.05,0.01,8.5,2002.0
0.5,0.11,0.29,0.07,0.03,7.5,2000.0
0.5,0.08,0.02,0.33,0.07,7.5,2012.0
0.5,0.17,0.3,0.02,0.02,8.4,2007.0
0.5,0.28,0.16,0.03,0.03,8.7,2010.0
0.5,0.06,0.15,0.23,0.05,7.5,2018.0
0.5,0.08,0.01,0.3,0.11,7.5,2013.0
0.5,0.1,0.01,0.35,0.05,7.5,2010.0
0.5,0.27,0.04,0.15,0.04,6.9,2011.0
0.5,0.36,0.04,0.05,0.04,6.6,2012.0
0.5,0.45,0.0,0.01,0.04,7.5,2008.0
0.5,0.45,0.0,0.01,0.04,7.5,2007.0
0.5,0.29,0.04,0.13,0.04,5.5,2013.0
0.5,0.3,0.08,0.1,0.02,8.1,2004.0
0.5,0.21,0.01,0.16,0.12,7.5,2012.0
0.5,0.18,0.02,0.22,0.08,8.0,2010.0
0.5,0.26,0.05,0.15,0.04,5.7,2011.0
0.5,0.41,0.03,0.02,0.04,6.1,2004.0
0.49,0.27,0.17,0.03,0.03,7.7,2007.0
0.49,0.28,0.01,0.16,0.04,7.5,2014.0
0.49,0.2,0.01,0.23,0.05,6.4,2010.0
0.49,0.17,0.12,0.16,0.03,7.5,2016.0
0.49,0.3,0.03,0.12,0.04,7.0,2011.0
0.49,0.09,0.32,0.07,0.03,5.9,2009.0
0.49,0.13,0.32,0.02,0.02,7.5,2005.0
0.49,0.24,0.03,0.18,0.05,7.3,2008.0
0.49,0.23,0.1,0.12,0.04,4.8,2015.0
0.49,0.27,0.02,0.16,0.04,4.0,2011.0
0.49,0.36,0.02,0.09,0.01,7.2,2001.0
0.49,0.1,0.02,0.3,0.07,8.6,2017.0
0.49,0.04,0.01,0.34,0.09,7.5,2012.0
0.49,0.14,0.0,0.3,0.05,6.3,2008.0
0.49,0.19,0.22,0.06,0.03,7.9,2017.0
0.49,0.14,0.18,0.15,0.03,8.1,2014.0
0.49,0.1,0.13,0.23,0.03,7.5,2016.0
0.49,0.44,0.0,0.02,0.04,8.4,2006.0
0.49,0.16,0.13,0.17,0.03,6.3,2011.0
0.48,0.13,0.02,0.25,0.07,7.5,2015.0
0.48,0.25,0.03,0.12,0.08,7.5,2016.0
0.48,0.22,0.01,0.2,0.05,7.1,2008.0
0.48,0.16,0.29,0.01,0.01,7.0,2006.0
0.48,0.31,0.02,0.12,0.04,7.5,2012.0
0.48,0.25,0.11,0.06,0.06,7.8,1999.0
0.48,0.22,0.07,0.15,0.04,5.2,2013.0
0.48,0.29,0.03,0.09,0.08,7.5,2017.0
0.48,0.32,0.03,0.1,0.04,7.5,2012.0
0.48,0.25,0.17,0.03,0.03,7.5,2011.0
0.48,0.1,0.02,0.23,0.13,6.3,2007.0
0.48,0.22,0.11,0.1,0.05,6.4,2014.0
0.48,0.12,0.03,0.26,0.07,7.5,2014.0
0.47,0.25,0.01,0.17,0.05,7.8,2008.0
0.47,0.22,0.01,0.19,0.05,7.3,2009.0
0.47,0.23,0.01,0.16,0.07,7.2,2008.0
0.47,0.19,0.01,0.2,0.08,8.2,2009.0
0.47,0.32,0.01,0.1,0.04,8.2,2009.0
0.47,0.12,0.27,0.06,0.02,7.7,2009.0
0.47,0.27,0.08,0.06,0.05,7.5,1998.0
0.47,0.23,0.01,0.18,0.04,8.8,2017.0
0.47,0.26,0.06,0.1,0.04,6.5,2011.0
0.47,0.14,0.31,0.01,0.02,6.4,2007.0
0.47,0.14,0.01,0.25,0.07,6.7,2017.0
0.47,0.2,0.0,0.23,0.05,6.2,2010.0
0.47,0.09,0.03,0.23,0.12,6.8,2010.0
0.47,0.05,0.38,0.04,0.01,7.5,2001.0
0.47,0.16,0.01,0.25,0.05,8.5,2008.0
0.47,0.37,0.07,0.01,0.02,3.8,2010.0
0.47,0.05,0.3,0.09,0.03,7.5,2017.0
0.47,0.15,0.12,0.17,0.03,7.1,2018.0
0.47,0.24,0.04,0.16,0.03,8.0,1997.0
0.47,0.19,0.09,0.16,0.03,7.3,2018.0
0.47,0.21,0.04,0.16,0.06,7.5,2012.0
0.47,0.14,0.19,0.11,0.04,8.0,2000.0
0.46,0.18,0.13,0.12,0.03,6.0,2017.0
0.46,0.2,0.06,0.15,0.05,7.5,2002.0
0.46,0.19,0.16,0.06,0.05,7.5,2018.0
0.46,0.13,0.2,0.1,0.03,7.5,2001.0
0.46,0.17,0.0,0.24,0.05,5.0,2010.0
0.46,0.25,0.12,0.09,0.01,5.7,2004.0
0.46,0.15,0.08,0.17,0.06,7.5,2015.0
0.46,0.14,0.02,0.22,0.07,7.5,2014.0
0.46,0.2,0.03,0.15,0.07,7.0,2011.0
0.46,0.21,0.07,0.15,0.03,8.0,2018.0
0.46,0.36,0.04,0.03,0.04,7.5,2008.0
0.46,0.14,0.17,0.11,0.04,7.1,2003.0
0.45,0.14,0.19,0.09,0.03,7.7,1997.0
0.45,0.1,0.16,0.13,0.05,7.5,2016.0
0.45,0.09,0.05,0.26,0.05,8.4,2009.0
0.45,0.21,0.01,0.16,0.07,7.8,2011.0
0.45,0.23,0.16,0.06,0.01,8.2,2002.0
0.45,0.34,0.02,0.09,0.01,6.5,2003.0
0.45,0.39,0.01,0.02,0.04,7.5,2007.0
0.45,0.16,0.09,0.15,0.06,7.5,2014.0
0.45,0.29,0.12,0.01,0.03,8.2,2007.0
0.45,0.26,0.01,0.15,0.04,7.5,2014.0
0.45,0.27,0.01,0.13,0.04,7.5,2013.0
0.45,0.13,0.21,0.07,0.04,7.5,2017.0
0.45,0.37,0.02,0.03,0.03,8.2,2008.0
